index_id,date_anio,date,day_week,close,open,high,low,adj_close,volume
00179,2023,2023-09-12,1,7.092,7.078,7.12,7.05,6.6981,9627032
00180,2023,2023-09-13,2,7.118,7.092,7.158,7.056,6.7226,6346004
00181,2023,2023-09-14,3,7.244,7.1,7.26,7.062,6.8416,19015732
00182,2023,2023-09-15,4,7.21,7.28,7.318,7.176,6.8095,22765195
00183,2023,2023-09-18,0,7.156,7.208,7.244,7.106,6.7585,7861595
00184,2023,2023-09-19,1,7.314,7.134,7.314,7.084,6.9078,9903937
00185,2023,2023-09-20,2,7.494,7.33,7.508,7.3,7.0778,17889246
00186,2023,2023-09-21,3,7.492,7.41,7.504,7.376,7.0759,10726271
00187,2023,2023-09-22,4,7.466,7.468,7.524,7.434,7.0513,24339333
00188,2023,2023-09-25,0,7.39,7.45,7.548,7.35,6.9795,6971179
00189,2023,2023-09-26,1,7.37,7.38,7.43,7.304,6.9606,9135884
00190,2023,2023-09-27,2,7.446,7.354,7.47,7.33,7.0324,9511093
00191,2023,2023-09-28,3,7.688,7.476,7.688,7.462,7.261,17714007
00192,2023,2023-09-29,4,7.71,7.678,7.756,7.636,7.2818,19296251
00193,2023,2023-10-02,0,7.692,7.72,7.822,7.666,7.2648,79605334
00194,2023,2023-10-03,1,7.732,7.636,7.882,7.618,7.3025,81702271
00195,2023,2023-10-04,2,7.626,7.71,7.76,7.566,7.2024,38065295
00196,2023,2023-10-05,3,7.642,7.686,7.746,7.576,7.2175,12884419
00197,2023,2023-10-06,4,7.676,7.692,7.718,7.584,7.2496,15797816
00198,2023,2023-10-09,0,7.422,7.484,7.55,7.396,7.159,10581330
00199,2023,2023-10-10,1,7.65,7.492,7.708,7.492,7.3789,12843005
00200,2023,2023-10-11,2,7.782,7.604,7.792,7.58,7.5062,37239036
00201,2023,2023-10-12,3,7.798,7.792,7.846,7.748,7.5217,14344572
00202,2023,2023-10-13,4,7.682,7.78,7.808,7.65,7.4098,12665493
00203,2023,2023-10-16,0,7.7,7.73,7.756,7.63,7.4271,10279317
00204,2023,2023-10-17,1,7.744,7.698,7.758,7.654,7.4696,24423209
00205,2023,2023-10-18,2,7.688,7.766,7.798,7.668,7.4155,14541712
00206,2023,2023-10-19,3,7.624,7.666,7.68,7.566,7.3538,15059932
00207,2023,2023-10-20,4,7.54,7.59,7.618,7.52,7.2728,14938480
00208,2023,2023-10-23,0,7.522,7.522,7.544,7.43,7.2554,9429359
00209,2023,2023-10-24,1,7.392,7.522,7.528,7.36,7.13,19719702
00210,2023,2023-10-25,2,7.43,7.37,7.47,7.322,7.1667,16909629
00211,2023,2023-10-26,3,7.462,7.378,7.474,7.306,7.1976,15551700
00212,2023,2023-10-27,4,7.442,7.516,7.624,7.414,7.1783,11428201
00213,2023,2023-10-30,0,7.504,7.466,7.536,7.406,7.2381,11384617
00214,2023,2023-10-31,1,7.422,7.094,7.516,7.05,7.159,18349423
00215,2023,2023-11-01,2,7.59,7.478,7.648,7.426,7.321,11478186
00216,2023,2023-11-02,3,7.636,7.622,7.666,7.55,7.3654,11454498
00217,2023,2023-11-03,4,7.734,7.684,7.746,7.624,7.4599,13747545
00218,2023,2023-11-06,0,7.718,7.708,7.766,7.652,7.4445,10685482
00219,2023,2023-11-07,1,7.724,7.688,7.786,7.66,7.4503,8733330
00220,2023,2023-11-08,2,7.832,7.666,7.862,7.662,7.5544,17550499
00221,2023,2023-11-09,3,7.972,7.84,7.978,7.814,7.6895,13497102
00222,2023,2023-11-10,4,7.9,7.9,7.99,7.9,7.62,10272079
00223,2023,2023-11-13,0,8.004,7.898,8.024,7.898,7.7204,12742353
00224,2023,2023-11-14,1,8.218,8.0,8.24,7.996,7.9268,18856496
00225,2023,2023-11-15,2,8.222,8.2,8.3,8.172,7.9306,11848007
00226,2023,2023-11-16,3,8.168,8.222,8.26,8.166,7.8785,10857034
00227,2023,2023-11-17,4,8.284,8.2,8.302,8.192,7.9904,24591636
00228,2023,2023-11-20,0,8.286,8.28,8.332,8.27,7.9924,12598889
00229,2023,2023-11-21,1,8.296,8.26,8.336,8.23,8.002,10608500
00230,2023,2023-11-22,2,8.372,8.3,8.386,8.298,8.0753,11327942
00231,2023,2023-11-23,3,8.444,8.33,8.49,8.324,8.1448,11424365
00232,2023,2023-11-24,4,8.39,8.44,8.514,8.39,8.0927,11540843
00233,2023,2023-11-27,0,8.4,8.388,8.426,8.368,8.1023,11357967
00234,2023,2023-11-28,1,8.586,8.404,8.586,8.388,8.2817,12851618
00235,2023,2023-11-29,2,8.696,8.58,8.708,8.578,8.3878,11677427
00236,2023,2023-11-30,3,8.506,8.704,8.726,8.48,8.2046,22894079
00237,2023,2023-12-01,4,8.556,8.572,8.61,8.534,8.2528,8048948
00238,2023,2023-12-04,0,8.66,8.618,8.688,8.554,8.3531,6390576
00239,2023,2023-12-05,1,8.628,8.656,8.718,8.576,8.3222,8085917
00240,2023,2023-12-06,2,8.608,8.66,8.68,8.594,8.3029,7144553
00241,2023,2023-12-07,3,8.458,8.58,8.632,8.356,8.1583,10036983
00242,2023,2023-12-08,4,8.506,8.476,8.524,8.406,8.2046,7540619
00243,2023,2023-12-11,0,8.492,8.51,8.55,8.476,8.1911,13259905
00244,2023,2023-12-12,1,8.42,8.5,8.518,8.384,8.1216,9197199
00245,2023,2023-12-13,2,8.426,8.402,8.46,8.324,8.1274,15789056
00246,2023,2023-12-14,3,8.372,8.49,8.508,8.294,8.0753,14778259
00247,2023,2023-12-15,4,8.284,8.394,8.418,8.232,7.9904,30142739
00248,2023,2023-12-18,0,8.25,8.266,8.308,8.228,7.9576,11061121
00249,2023,2023-12-19,1,8.262,8.226,8.288,8.17,7.9692,8938893
00250,2023,2023-12-20,2,8.17,8.29,8.29,8.128,7.8805,12584968
00251,2023,2023-12-21,3,8.232,8.168,8.242,8.158,7.9403,4612825
00252,2023,2023-12-22,4,8.238,8.234,8.278,8.186,7.9461,5924362
00253,2023,2023-12-27,2,8.242,8.25,8.284,8.202,7.9499,5985913
00254,2023,2023-12-28,3,8.192,8.248,8.258,8.162,7.9017,4264480
00255,2023,2023-12-29,4,8.226,8.194,8.266,8.182,7.9345,4492141
00256,2024,2024-01-02,1,8.426,8.28,8.482,8.272,8.1274,12884145
00257,2024,2024-01-03,2,8.32,8.46,8.5,8.3,8.0252,7949923
00258,2024,2024-01-04,3,8.46,8.348,8.472,8.336,8.1602,6040776
00259,2024,2024-01-05,4,8.514,8.44,8.554,8.37,8.2123,7361240
00260,2024,2024-01-08,0,8.602,8.5,8.628,8.446,8.2972,6901166
00261,2024,2024-01-09,1,8.414,8.528,8.53,8.316,8.1158,11057043
00262,2024,2024-01-10,2,8.402,8.404,8.436,8.348,8.1042,7736169
00263,2024,2024-01-11,3,8.28,8.454,8.506,8.28,7.9866,7166372
00264,2024,2024-01-12,4,8.288,8.314,8.386,8.268,7.9943,5656200
00265,2024,2024-01-15,0,8.252,8.27,8.306,8.216,7.9596,4904142
00266,2024,2024-01-16,1,8.142,8.2,8.202,8.086,7.8535,9543646
00267,2024,2024-01-17,2,8.094,8.05,8.112,7.994,7.8072,9189726
00268,2024,2024-01-18,3,8.084,8.1,8.156,8.038,7.7975,12720401
00269,2024,2024-01-19,4,7.996,8.14,8.14,7.974,7.7126,8020369
00270,2024,2024-01-22,0,8.172,8.094,8.172,8.046,7.8824,8136043
00271,2024,2024-01-23,1,8.134,8.184,8.198,8.064,7.8457,7526002
00272,2024,2024-01-24,2,8.226,8.142,8.226,8.106,7.9345,5783214
00273,2024,2024-01-25,3,8.09,8.186,8.188,8.01,7.8033,7480872
00274,2024,2024-01-26,4,8.092,8.112,8.128,8.052,7.8052,7031754
00275,2024,2024-01-29,0,8.114,8.106,8.154,7.998,7.8265,7393341
00276,2024,2024-01-30,1,8.614,8.182,8.636,8.086,8.3087,17780218
00277,2024,2024-01-31,2,8.676,8.67,8.74,8.608,8.3685,16618609
00278,2024,2024-02-01,3,8.674,8.65,8.846,8.622,8.3666,11350614
00279,2024,2024-02-02,4,8.962,8.784,8.988,8.714,8.6444,13327203
00280,2024,2024-02-05,0,8.934,8.99,9.03,8.904,8.6174,13757162
00281,2024,2024-02-06,1,9.104,8.99,9.158,8.98,8.7814,13947145
00282,2024,2024-02-07,2,8.986,9.04,9.046,8.848,8.6676,12626042
00283,2024,2024-02-08,3,9.116,9.05,9.154,9.018,8.7929,10116776
00284,2024,2024-02-09,4,9.152,9.098,9.162,9.074,8.8277,13668999
00285,2024,2024-02-12,0,9.25,9.17,9.254,9.156,8.9222,18353632
00286,2024,2024-02-13,1,9.274,9.29,9.306,9.202,8.9453,9047596
00287,2024,2024-02-14,2,9.186,9.274,9.36,9.18,8.8605,10461236
00288,2024,2024-02-15,3,9.042,9.202,9.202,8.96,8.7216,11297888
00289,2024,2024-02-16,4,9.016,9.1,9.122,8.954,8.6965,11176991
00290,2024,2024-02-19,0,9.026,9.0,9.062,8.948,8.7061,5992363
00291,2024,2024-02-20,1,9.098,9.02,9.11,8.954,8.7756,7389607
00292,2024,2024-02-21,2,9.294,9.13,9.296,9.11,8.9646,10037380
00293,2024,2024-02-22,3,9.332,9.324,9.406,9.274,9.0013,8880989
00294,2024,2024-02-23,4,9.43,9.344,9.43,9.312,9.0958,8376997
00295,2024,2024-02-26,0,9.456,9.41,9.49,9.408,9.1209,5680949
00296,2024,2024-02-27,1,9.37,9.432,9.518,9.32,9.0379,10890940
00297,2024,2024-02-28,2,9.32,9.342,9.442,9.254,8.9897,9858549
00298,2024,2024-02-29,3,9.186,9.294,9.348,9.146,8.8605,30979546
00299,2024,2024-03-01,4,9.362,9.198,9.422,9.174,9.0302,8378798
00300,2024,2024-03-04,0,9.414,9.358,9.454,9.35,9.0804,7263255
00301,2024,2024-03-05,1,9.488,9.416,9.498,9.394,9.1518,7959209
00302,2024,2024-03-06,2,9.662,9.47,9.72,9.466,9.3196,12860453
00303,2024,2024-03-07,3,9.848,9.638,9.868,9.638,9.499,17127158
00304,2024,2024-03-08,4,9.898,9.872,10.04,9.862,9.5472,11939752
00305,2024,2024-03-11,0,9.936,9.86,9.974,9.83,9.5839,11517140
00306,2024,2024-03-12,1,10.195,9.952,10.22,9.952,9.8337,14800925
00307,2024,2024-03-13,2,10.27,10.175,10.355,10.17,9.906,14889385
00308,2024,2024-03-14,3,10.19,10.275,10.32,10.175,9.8289,11590222
00309,2024,2024-03-15,4,10.415,10.18,10.515,10.165,10.0459,47546237
00310,2024,2024-03-18,0,10.385,10.42,10.55,10.385,10.017,12848444
00311,2024,2024-03-19,1,10.505,10.385,10.535,10.385,10.1327,10826867
00312,2024,2024-03-20,2,10.525,10.515,10.535,10.42,10.152,9734365
00313,2024,2024-03-21,3,10.8,10.62,10.87,10.62,10.4173,14129689
00314,2024,2024-03-22,4,10.9,10.8,10.945,10.78,10.5137,11765602
00315,2024,2024-03-25,0,10.855,10.81,10.99,10.81,10.4703,8338177
00316,2024,2024-03-26,1,10.84,10.835,10.875,10.74,10.4558,10372422
00317,2024,2024-03-27,2,10.905,10.82,10.98,10.81,10.5185,13875774
00318,2024,2024-03-28,3,11.04,10.905,11.14,10.885,10.6488,15040664
00319,2024,2024-04-02,1,10.97,11.05,11.09,10.91,10.5812,9892784
00320,2024,2024-04-03,2,11.05,11.015,11.13,11.01,10.6584,47022984
00321,2024,2024-04-04,3,11.235,11.1,11.275,11.085,10.8368,38040077
00322,2024,2024-04-05,4,11.005,11.135,11.14,10.905,10.615,80381394
00323,2024,2024-04-08,0,10.65,10.62,10.72,10.57,10.65,10501586
00324,2024,2024-04-09,1,10.48,10.65,10.67,10.48,10.48,9199477
00325,2024,2024-04-10,2,10.425,10.48,10.495,10.26,10.425,11371088
00326,2024,2024-04-11,3,10.12,10.3,10.395,9.986,10.12,14907351
00327,2024,2024-04-12,4,10.05,10.055,10.135,9.924,10.05,12236624
00328,2024,2024-04-15,0,10.17,9.94,10.25,9.91,10.17,10931585
00329,2024,2024-04-16,1,9.962,10.035,10.12,9.906,9.962,25637589
00330,2024,2024-04-17,2,10.22,9.966,10.295,9.96,10.22,8579535
00331,2024,2024-04-18,3,10.42,10.29,10.42,10.27,10.42,9899130
00332,2024,2024-04-19,4,10.205,10.165,10.27,10.135,10.205,50973015
00333,2024,2024-04-22,0,10.43,10.295,10.435,10.195,10.43,6364161
00334,2024,2024-04-23,1,10.66,10.48,10.66,10.46,10.66,10338467
00335,2024,2024-04-24,2,10.55,10.68,10.71,10.46,10.55,6263101
00336,2024,2024-04-25,3,10.505,10.585,10.67,10.405,10.505,9156861
00337,2024,2024-04-26,4,10.985,10.545,11.0,10.53,10.985,13868323
00338,2024,2024-04-29,0,10.9,11.0,11.25,10.63,10.9,17902046
00339,2024,2024-04-30,1,10.175,10.92,10.975,10.06,10.175,29250104
00340,2024,2024-05-02,3,9.784,10.0,10.08,9.77,9.784,27702493
00341,2024,2024-05-03,4,9.85,9.88,9.964,9.728,9.85,16793025
00342,2024,2024-05-06,0,9.84,9.856,9.89,9.728,9.84,11604186
00343,2024,2024-05-07,1,10.195,10.0,10.195,9.91,10.195,17398582
00344,2024,2024-05-08,2,10.29,10.395,10.425,10.225,10.29,12926731
00345,2024,2024-05-09,3,9.6,9.848,9.848,9.6,9.6,25561390
00346,2024,2024-05-10,4,9.71,9.638,9.818,9.62,9.71,12164163
00347,2024,2024-05-13,0,9.724,9.724,9.746,9.65,9.724,7228969
00348,2024,2024-05-14,1,9.9,9.698,9.932,9.68,9.9,40638532
00349,2024,2024-05-15,2,10.2,9.94,10.235,9.88,10.2,12532494
00350,2024,2024-05-16,3,9.974,10.2,10.235,9.962,9.974,9468774
00351,2024,2024-05-17,4,10.02,9.9,10.06,9.88,10.02,12116828
00352,2024,2024-05-20,0,9.932,9.974,10.025,9.912,9.932,7297753
00353,2024,2024-05-21,1,9.986,9.914,10.02,9.894,9.986,7017225
00354,2024,2024-05-22,2,10.01,10.005,10.085,9.986,10.01,6843296
00355,2024,2024-05-23,3,10.035,10.025,10.16,9.994,10.035,6111759
00356,2024,2024-05-24,4,9.964,9.95,10.0,9.906,9.964,6651940
